0	calico	calico_vxlan	canal	cilium	flannel	kuberouter	weavenet
	0	0	2	0	0	15	11
	0	0	45	0	0	0	0
	0	0	0	18	0	0	0
	0	0	0	17	0	19	37
							
	0	340	0	11	0	45	0
	11	46	0	18	0	0	17
	0	2027	0	10	0	15	33
	0	1664	0	0	0	0	0
	45	871	0	0	0	0	0
	45	1485	14	0	0	20	2
	0	70	14	0	0	16	0
	0	365	45	0	46	0	0
	16	194	14	0	0	45	0
	11	408	0	20	11	0	0
	0	258	14	0	19	0	81
	45	679	3	0	0	0	0
	37	662	45	0	20	0	0
	0	89	5	0	0	0	0
	0	138	0	15	0	0	0
	0	306	0	14	0	0	0
	0	903	0	0	0	0	0
	0	169	0	0	0	45	0
	29	46	0	0	6	0	0
	0	70	0	5	0	0	0
							
	11	0	0	4	0	0	21
	0	21	0	15	0	0	0
	0	5	0	14	0	0	21
	0	27	45	0	0	0	20
	0	41	0	0	32	0	0
	0	432	3	0	10	0	0
	28	0	8	0	0	0	7
	18	0	0	0	0	0	21
	0	0	0	0	0	0	25
	0	0	0	0	0	11	0
	0	0	0	46	0	0	0
	0	0	13	0	12	0	24
	0	28	0	21	0	0	0
	0	0	0	15	0	0	26
	13	48	20	0	12	0	0
	0	0	14	0	0	0	0
	0	0	0	0	46	0	0
	0	46	0	0	0	0	24
	0	46	0	1	0	17	0
	0	0	45	0	46	0	0
							
	0	0	0	0	0	0	0
	0	0	0	0	0	15	4
